,Datetime,Favorites,Text,Retweets
0,2020-06-23 23:55:10+00:00,3,Friendly reminder. #blacklivesmatter ,1
1,2020-06-23 23:44:12+00:00,28,opening portrait commissions for #blacklivesmatter #blm !!,16
2,2020-06-23 23:18:51+00:00,1164,All I’ve seen today is peaceful protesting and trump supporters coming over to the free speech zone to antagonize us. #blacklivesmatter #TrumpInAZ,392
3,2020-06-23 23:14:45+00:00,4932,"White people accusing Bubba Wallace about an incident he neither noticed nor reported, but was pointed out to him by NASCAR officials—shows how far the fanbase has to go in making any progress or making us believe that #BlackLivesMatter to them. #FakeNoose",1148
4,2020-06-23 23:03:33+00:00,13,They gave fascists army gear back in 1967 as well.. huh. And that's the only thing wrong I see in this picture. #BlackLivesMatter #Milwaukeeprotest 1967,0
5,2020-06-23 22:09:05+00:00,70,"The next time you listen, remember where the music comes from. #BlackLivesMatter ",57
6,2020-06-23 21:33:46+00:00,336,reminder that #blacklivesmatter and always will. if u don’t support it get the fuck off of my account and gladly unfollow me !,123
7,2020-06-23 21:19:59+00:00,65,Don't forget #blacklivesmatter pic.twitter.com/EknqCWhyzG,19
8,2020-06-23 21:07:48+00:00,2713,"Most black males are raised by their mothers w/o fathers in the home. Most, Not All Not All Not All black males have the anger of their mother & they see the world & deal w/ life w/ emotions & frustration of an angry female. That’s their problem, not “racism.” #BlackLivesMatter",698
9,2020-06-23 20:54:04+00:00,190,SAY HER NAME BREONNA TAYLOR GET ALL OFFICERS CHARGED. #blacklivesmatter ,115
10,2020-06-23 20:46:56+00:00,12,Sending $50-$500 to the first 500 people that retweet & drop their cashapp name #blacklivesmatter ,10
11,2020-06-23 20:34:42+00:00,38,We’re back again! Join us this Saturday 6/27 at 3 PM to demand dignity for incarcerated people in Duval county! #BlackLivesMatter ,35
12,2020-06-23 20:03:52+00:00,396,A 16 year old boy was kiIIed for throwing a SANDWICH. They sat on his chest for 10 minutes & he was screaming 'I can't breathe'. SIGN THIS PETITION. http://chng.it/MqXQkcFV SAY HIS NAME. GET HIM JUSTICE. #CorneliusFredericks #BlackLivesMatter ,461
13,2020-06-23 19:48:43+00:00,62,Some context for Lakeside Academy. They've had complaints and violations in the past. #CorneliusFredericks #BlackLivesMatter ,53
