,Datetime,Favorites,Text,Retweets
0,2020-06-27 23:23:58+00:00,8,Gues who is stealing your money! All the WHITE DEMOCRATS WHO ARE FUNNELING DONATION MONEY FROM #BlackLivesMatter #DemocratsAreMarxistsDestroyingAmerica,6
1,2020-06-27 23:10:16+00:00,7,Okay! Come on Americans. Is it really about #BlackLivesMatter or is this the rise of communism? Same fist and logo. Wake up America! Don’t let the media divide us and use race to do it! ,6
2,2020-06-27 23:03:20+00:00,709,Uh follow me and #BlackLivesMatter and ACAB ,150
3,2020-06-27 22:30:41+00:00,2209,“Mama” Many voices and prayers have gone into this image. We will be donating 100% of the profits of this icon to local St. Louis BLM organizations. #blacklivesmatter ,469
4,2020-06-27 22:28:09+00:00,974,Gangs of dozens of young black men are terrorizing the Minneapolis/St. Paul area with violent crimes as the liberals there move to defund the police. This is what #BlackLivesMatter is really about. Full immunity for black violent criminals. ,671
5,2020-06-27 21:52:24+00:00,3311,All of this because of a single sign that said #BlackLivesMatter ,951
6,2020-06-27 21:52:23+00:00,13341,"Meet Lloyd Crawford. Lloyd has a problem with taxpayers exercising their 1A rights in Germantown. He drove by twice, yelling obscenities & threats. Then this. #blacklivesmatter Lloyd is a partner @FCGTN 9040 Garden Arbor Dr, Ste 206 Germantown 9013092684 Lcrawford@fcgtn.com ",8100
7,2020-06-27 21:22:25+00:00,12600,Only 17% of the #BlackLivesMatter protestors nationally were actually black. Unbelievable.,5407
8,2020-06-27 21:09:55+00:00,8766,got my #blacklivesmatter video on youtube re-monetized! the ads are all trump ads ,295
9,2020-06-27 20:57:17+00:00,192,"People stretch as far as I can see in both directions, shutting down the heart of Aurora to demand justice for #ElijahMcClain. #BlackLivesMatter ",90
10,2020-06-27 19:22:06+00:00,98,"Love you girl, keep speaking out #Notoracism #walkaway #DearBlackPeople #jasmynecontours #woketwitter #blacklivesmatter ",26
11,2020-06-27 17:39:39+00:00,431,"This man walked until the Graham police quit following him then started a silent protest on the next corner, fist in the air. #BlackLivesMatter ",111
12,2020-06-27 17:37:21+00:00,1132,Y’all I’m still learning how Twitter works. Overwhelmed by the positive feedback from the article. It’s a wild blessing to have so much support after an act of vulnerability. Gonna keep it up with the truthtelling and the witnessing. #blacklivesmatter #mybodyisamonument,41
13,2020-06-27 17:11:15+00:00,1808,"All this tweeting has been noticed by @audubonsociety: https://www.audubon.org/news/meet-harvard-ornithology-professor-biking-across-country Thanks for helping make some noise! Other great articles there too about #BlackBirdersWeek, #BlackInNature More (and more impactful) to come #BlackLivesMatter",491
14,2020-06-27 17:09:48+00:00,505,chattanooga • #BlackLivesMatter ,201
15,2020-06-27 16:59:21+00:00,315,"The @FBI has released a 'Wanted' poster of the 15 people believed to be connected with the attempted destruction of a monument to former President Andrew Jackson in Washington, D.C. earlier this week. #JustTheNews #BlackLivesMatter ",212
16,2020-06-27 16:48:19+00:00,12569," In case you haven't heard, #BlackLivesMatter ",2919
17,2020-06-27 16:43:43+00:00,18211,Astonishing moment in American Sports. NWSL becomes first American Pro-Team sport to return to action. All 22 players wear Black Lives Matter t-shirts and take a knee during the National Anthem. Breathtaking to witness #BlackLivesMatter ,3862
18,2020-06-27 16:39:51+00:00,1880,Unity. #BlackLivesMatter ,386
19,2020-06-27 16:35:21+00:00,5833,"Why are you grabbing his hair and slapping him to arrest him? Trying to belittle him. Hear me out white people, OUR NEW GENERATION AIN’T TO BE PLAYED WITH!!! Once you all realize that the better you will be. #blacklivesmatter #welp",1456
