,Datetime,Favorites,Text,Retweets
0,2020-06-25 23:33:51+00:00,4141,BLM has raised over $450 million. All that money is going into the pockets & campaigns of rich white democrats. The black communities whose businesses & neighborhoods have been destroyed will not see a dime of that money. #BlackLivesMatter matter is a fraud,1944
1,2020-06-25 23:19:24+00:00,4707,#BlackLivesMatter: I wrote a poem dedicated to Breonna Taylor and Black Women everywhere that I shared at today’s rally. Love. ,1537
2,2020-06-25 22:34:09+00:00,584,"This is Althea Bernstein. She’s 18 yrs old & biracial. Yesterday, 4 cowards threw lighter fluid on her face and set her skin on fire. How many incidents like this will it take for the rest of the country to step up and join this fight? We’re done being silent. #BlackLivesMatter ",432
3,2020-06-25 22:28:11+00:00,43,so since kaitlin bennet is taking the time to take advantage of the shit going on right now and act like shes oppressed i just wanna remind everyone of this #BlackLivesMatter #BLM pic.twitter.com/tucsGOJQlJ,3
4,2020-06-25 22:14:20+00:00,57,Don’t forget her name! #JusticeForBreonnaTaylor #Blacklivesmatter ,45
5,2020-06-25 22:13:38+00:00,4,"This lady is prancing around Yucaipa, CA wearing this RACIST shirt thinking it's no big deal. #yucaipa #BlackLivesMatter #racism",5
6,2020-06-25 21:18:39+00:00,92,"As an Institute and as a Festival, we’re making a long-term commitment to yield real change as we embark on a determined path to anti-racism. Here are our next steps. #BlackLivesMatter",27
7,2020-06-25 20:46:54+00:00,5769,"Another hashtag, another heartbreak, another demand for justice. Say his name. #JusticeForElijahMcClain #blacklivesmatter ",3091
8,2020-06-25 20:45:57+00:00,146,#BlackLivesMatter Inspired by @gutocollector,40
9,2020-06-25 20:32:05+00:00,4468,"So this #BlackLivesMatter joker threatens the United States on national television and the FBI does nothing, but they send 15 agents to a NASCAR garage to investigate a garage door pull rope?",2322
10,2020-06-25 20:16:52+00:00,7,I just designed this based on Tom Morello's #BlackLivesMatter Black Sabbath shirt! ,1
11,2020-06-25 19:55:22+00:00,71,"I love you guys, please be safe and secure guys #BlackLivesMatter ",3
12,2020-06-25 19:52:06+00:00,24373,Tamir Rice would have been 18 today. He was killed by police when he was 12 years old. There have still been no charges filed. Think of all the things he could have been. #BlackLivesMatter ,4007
13,2020-06-25 19:30:00+00:00,433,"That time Jonathan Ross made a super racist remark about one of Madonna's children that would never have been tolerated in the #BlackLivesMatter era. Thankfully, Madonna responded. ",122
14,2020-06-25 19:16:16+00:00,0,"black and white series from the #blacklivesmatter protests. – at Washington, D.C.",1
15,2020-06-25 19:10:00+00:00,23,"Under the shadow of the St. John’s Bridge, the words #BlackLivesMatter have been painted on N. Edison St. On almost each letter, a piece of history about Portland’s past ",8
16,2020-06-25 19:05:51+00:00,3,"Fredericktown, Missouri counter #BlackLivesMatter protest. A group here identified themselves as the KKK as well. ",1
17,2020-06-25 19:04:02+00:00,648,The University of Alabama football program just did a video that states All Lives Can't Matter until #BlackLivesMatter RTR.....#ProudAlumni,26
18,2020-06-25 18:57:13+00:00,278,Aurora is everywhere and everywhere is Aurora. Rip it up and start again. #ElijahMcClain #blacklivesmatter #thedailydon,158
19,2020-06-25 18:44:36+00:00,349,Pumpkin having a meltdown about painting #BlackLivesMatter in front of Trump Tower has completely made my day! ,48
20,2020-06-25 23:04:01+00:00,347,"To all the birthdays you will never have. Today would have been Tamir Rice’s 18th birthday. Happy birthday, sweet angel. #SayHisName #TamirRice #BlackLivesMatter ",124
21,2020-06-25 22:47:00+00:00,2628,"If two white sisters had been murdered in - say - Green Park and the killer still OUT THERE, London would be in panic mode, right? #BlackLivesMatter #NicoleandBibaa",511
22,2020-06-25 22:30:43+00:00,11,The Beautiful New #BlackLivesMatter Mural https://stpeteartsalliance.org/the-beautiful-new-black-lives-matter-mural/ #StreetArt,7
23,2020-06-25 22:03:24+00:00,13,"Thank you @TheEllenShow - where is the millions donated to #blacklivesmatter going? Less transparency, accountability will only lead to short &amp; long-term consequences that undermine minorities’ chances for sustainable progress, and even worse, could increase poverty &amp; inequality.",2
24,2020-06-25 22:02:03+00:00,44,Big Black and Beautiful- Shot and Edited by Myself #blacklivesmatter ,10
25,2020-06-25 21:55:42+00:00,5,"Exactly. And long-haired dude has just been having fun blocking the streets, rolling around barefoot, with no regards to the people that live in that corner, and no police to come break it up. #BlackLivesMatter left his equation long ago.",1
26,2020-06-25 21:55:08+00:00,16343,Shout out to my guy and UA fam @trentaa98 across the pond joining the fight for equality. Count me in to match the first 40K raffle tix #blacklivesmatter ,1933
27,2020-06-25 21:54:22+00:00,225,Tamir Rice would have turned 18 today. He was killed by police at the age of 12 while playing in a park. Tamir should still be with us. We must win our fight for systemic change & accountability in law enforcement to end these senseless killings & get justice. #BlackLivesMatter ,81
28,2020-06-25 21:51:23+00:00,75,If you haven't seen this already then do have a look. Are you committed to being becoming Anti-Racist? Where are you on your journey? What do you need to do to move to the growth zone? #antiracist #socialwork #blacklivesmatter ,35
29,2020-06-25 21:17:26+00:00,375,It’s science. #BlackLivesMatter #StopSayingStupidShit #NoJusticeNoPeace #AllLivesMatter (this is for you guys and your friends #BlueLivesMatter) pic.twitter.com/6KUpgFye0a,179
30,2020-06-25 21:14:48+00:00,4968,Tamir Rice would have turned 18yrs old today. We will never stop fighting for his and all the the other stolen lives. #BlackLivesMatter ,1435
31,2020-06-25 20:54:40+00:00,1346,Quick tutorial in systemic and institutionalized racism. #BlackLivesMatter #ShutTheFuckUpAndReadSomeBooks pic.twitter.com/BdiMYGgONE,658
32,2020-06-25 20:44:23+00:00,329,"""you don't have to prove to me you're not racist, you just have to act normal and don't say anything racist"" #theschoolthattriedtoendracism #blacklivesmatter ",43
33,2020-06-25 20:18:33+00:00,66,Help me help get my brother home we had like 3 lawyer’s already they say it’s nothing they can do just makes this go viral I’m not asking for no cash ion wanna I just want him to come home like help me get some justice #Blacklivesmatter ,110
34,2020-06-25 20:04:41+00:00,18,It’s time to distribute and post some #RespectHispanicHeritage posters around town. Say NO to #BlackLivesMatter #AntifaTerrorists ignorant vandalism! #LawAndOrderNow!,7
35,2020-06-25 19:50:53+00:00,191,"This is what the Report of the Stephen Lawrence Inquiry would call an example of Institutional racism; the reluctance to respond to, or investigate, crimes where black people are the victims. Here, rather than believing #BlackLivesMatter, they were celebrating that 2 were dead.",44
36,2020-06-25 19:27:55+00:00,0, Message from #MarquisRayner #Blacklivesmatter ,2
37,2020-06-25 18:46:14+00:00,1,#walmart #BlackLivesMatter @Walmart is #BLM a joke to you?,2
38,2020-06-25 18:44:50+00:00,239,If #blacklivesmatter said this it’s ignorance and dangerous for millions of Black Americans. If true this is a full display of why BLM KILLS REPARATIONS. #ados,108
39,2020-06-25 18:33:30+00:00,87750,It is the 31st consecutive day of civil unrest in the United States. Let that sink in. One entire month. For 8 arrests. For a bill that doesn't go far enough. For yellow paint on the street. For nonstop ongoing police brutality. We're only getting started. #blacklivesmatter ,59639
40,2020-06-25 21:48:20+00:00,630,"“What do we want? Dead cops!! When do we want them? Now!!” “Pigs in a Blanket, Fry ‘Em Like Bacon!” - #BlackLivesMatter This is who Dems are honoring with your tax dollars.",348
41,2020-06-25 21:18:10+00:00,2117,My rage is valid. My rage is beautiful. #BlackLivesMatter #DefundThePolice,929
42,2020-06-25 20:54:03+00:00,17,Tamir Rice’s life mattered and he should be with us today. He is one if the reasons we continue to fight. #blacklivesmatter ,6
43,2020-06-25 20:53:19+00:00,249,This is so cruel. I hope she recovers soon. Get well soon Althea Bernstein! Sending much strength and solidarity to the family! #blacklivesmatter,29
44,2020-06-25 20:13:30+00:00,22,PSA!!! Protest this Saturday in Palmdale All of AV community!!! The family of Robert Fuller has not yet received justice. The brother of Robert Fuller has been killed. Michael Thomas has not received justice. Andrés Guardado has not received justice. #BlackLivesMatter ,35
45,2020-06-25 19:33:06+00:00,26,My shirts finally came. I am a proud supporter of #BlackLivesMatter ! White silence = white consent. #BlackLivesMatterToo,1
46,2020-06-25 19:02:20+00:00,1298,"Greater New York #BlackLivesMatter president Hawk Newsome: “If this country doesn't give us what we want, then we will burn down this system and replace it.” ",707
47,2020-06-25 18:56:30+00:00,3,"Every time I hear a someone say that black people have it the worst, I think of shit like this that goes unchecked and unchallenged. No modern day sports team wears black face or has a black person dress indigenous and dance. Yes, #BlackLivesMatter but #NativeLivesMatter too. pic.twitter.com/0PzgmL7KMz",1
48,2020-06-25 18:49:37+00:00,0,@Walmart #walmart #BlackLivesMatter Why are you selling this? You are mocking #BLM,2
49,2020-06-25 18:34:23+00:00,1026,Who is the leader of #BlackLivesMatter?,52
50,2020-06-25 18:25:13+00:00,38,Are you ready for our rally? Come join us and all the other groups on campus organizing this protest! #NoPrivatePolice #BlackLivesMatter ,26
51,2020-06-25 18:20:50+00:00,70,You won’t see this video of a white man getting attacked by a group of black people using fireworks in Southwest Baltimore trending because it doesn’t fit the narrative.... #BlackLivesMatter #ThursdayThoughts,79
52,2020-06-25 18:03:29+00:00,3438,Correlation between woke Twitter who are furious with #Bournemouth beach goers - yet totally OK with #BlackLivesMatter protestors: 100% #COVIDIDIOTS,891
53,2020-06-25 17:51:47+00:00,154,"Over the last few weeks, AAA developers have set up an online space where game design students of color can come to get career advice and portfolio reviews. We're now at the point where we are welcoming more students! DM for details, and please retweet! #GameDev #BlackLivesMatter",78
54,2020-06-25 17:50:54+00:00,826,Diane in casuals and loving it @DianeRusset #ZenMagazine #DianeRusset #BlackLivesMatter ,56
55,2020-06-25 17:41:53+00:00,14,CONTINUE APPLYING PRESSURE!!#blacklivesmatter ,7
56,2020-06-25 17:37:38+00:00,488,Absolutely love this photo! Faith restored... #BlackLivesMatter [ : @Ryansmithnews],79
57,2020-06-25 17:24:41+00:00,6,Happy Heavenly 18th Birthday Tamir Rice!!! #BlackLivesMatter ,2
58,2020-06-25 17:16:05+00:00,284,Remembering Tamir Rice today and everyday. #BlackLivesMatter ,98
59,2020-06-25 17:02:24+00:00,6,My baby went to summer camp today and wanted to embrace herself! #BlackIsBeautiful #Queen #BlackLivesMatter ,0
60,2020-06-25 19:26:14+00:00,8,An open letter to our students #BlackLivesMatter #WeWill,4
61,2020-06-25 19:24:38+00:00,15,"#BlackLivesMatter because they are so beautiful! Created this picture book with Julio T Leitao, Founder and Artistic Director of Batoto Yetu, New York's children's African dance troupe. #AfricanAmericans #Dance",1
62,2020-06-25 19:03:08+00:00,7,"Saying ALLLIVESMATTER is missing the point entirely. Of course all lives matter, but with how Black people are treated, harmed, killed framed. Etc, and especially by those who are meant to protect them, it needs to have emphasis, hence #blacklivesmatter Because people forget",0
63,2020-06-25 17:02:32+00:00,23,"In a society that pathologizes stimming, views flapping hands and rocking bodies as dangerous, people who violate those norms are violently punished. To break the cycle, we must vocally educate others about disability issues and how they intersect with race. #BlackLivesMatter",8
64,2020-06-25 17:01:00+00:00,1402,"To our Black brothers and sisters, the AAPI community stands in solidarity and marches with you for racial justice. #BlackLivesMatter #StopRepeatingHistory",456
65,2020-06-25 16:58:53+00:00,1500,"The neverending list of names at the end of this video should be enough to silence anyone still asking why these protests are happening, why players took a knee, why #BlackLivesMatter. I know for many it won’t, but I can only hope it changes a few minds. #whitesilenceisviolence",115
66,2020-06-25 16:57:37+00:00,13,Infill 6 stands for equality for all! #BlackLivesMatter #PrideMonth2020 #WhiteCoatsforBlackLives @GTdancenurse @ErnestoPMir @AishaD_Miller,5
67,2020-06-25 16:54:17+00:00,20,"Carol Ann, with all due respect, eat shit and die. How dare you talk in his name, and spew lies like this? #JusticeForGeorgeFloyd #BlackLivesMatter pic.twitter.com/kXA78SkAvc",10
68,2020-06-25 16:53:46+00:00,5615,"Boris Johnson's claim in #PMQs yesterday that “sixteen of the Lammy recommendations have been implemented” misled the House. As the #BlackLivesMatter movement makes its voice heard, the government needs to be honest. My letter to the Prime Minister ",2183
69,2020-06-25 16:52:19+00:00,221,We stand alongside you #BlackLivesMatter #NoRoomForRacism,26
70,2020-06-25 16:36:23+00:00,26,Reopen the case @AuroraPD! Thank you @jaredpolis @denverpost @9NEWS #BlackLivesMatter #JusticeForElijahMcClain,14
71,2020-06-25 16:26:28+00:00,42,"From protests, to activism, to allyship and to moments of joy. Learn more about the #BlackLivesMatter conversation ",16
72,2020-06-25 16:25:57+00:00,26,"#Palestine It's difficult not to draw parallels between between this fight against anti-Black racism in the US and the Palestinian struggle. ""White supremacist, settler colonial projects in the US and Israel share oppressive tactics"". #BlackLivesMatter #Palestinelivesmatter ",24
73,2020-06-25 16:10:41+00:00,582,Enough is Enough. #blacklivesmatter #illinivball,144
74,2020-06-25 16:06:28+00:00,45,PETITIONS THAT STILL NEED MORE SIGNATURES. RT ONCE YOU'VE SIGNED. #blacklivesmatter,52
75,2020-06-25 16:04:08+00:00,82,Tamir Rice should be turning 18 today. #TamirRice #blacklivesmatter #policebrutality #thedailydon,40
76,2020-06-25 16:03:00+00:00,3664,"Nonsense. This has nothing to do with taking the knee or with the #blacklivesmatter protests. If you want to apportion blame for such lawlessness, try looking close to home (literally..) &amp; the Tories’ insane decision to remove 20k police officers from the streets. ",595
77,2020-06-25 15:59:43+00:00,555,This is what community looks like. #BlackLivesMatter ,116
78,2020-06-25 15:57:23+00:00,1929,Today #TamirRice would’ve celebrated his 18th Birthday. He should be alive. #BlackLivesMatter #HappyBirthdayTamirRice,1197
79,2020-06-25 15:32:11+00:00,4,Power to the people! #BlackLivesMatter #AnimalCrossing #ACNH #NintendoSwitch,1
80,2020-06-25 15:27:23+00:00,16791,#BlackLivesMatter: Wishing a Happy Birthday to Tamir Rice who would’ve turned 18 years old today if Cleveland Police didn’t kill him six years ago while he was playing in the park. Sending Love and Strength to his family and friends. RIP. ,7466
81,2020-06-25 15:24:57+00:00,135,"I stood with my people. I stood on my principles. And I stood in my power. The budget vote is over, but our struggle for liberation continues. Support our agenda for Black and Brown people in Boston! Let’s get free! #DeliveringForDistrict7 #BlackLivesMatter #bospoli",23
82,2020-06-25 15:13:14+00:00,78,Petitions you probably haven't signed #BlackLivesMatter,96
83,2020-06-25 15:05:31+00:00,79,"This man just yelled at a woman, calling her a ‘dirty fucking nigger’, on a crowded Q46 bus leaving Kew Gardens. His wife’s name is Alice. Please share so someone may identify them. Enough is enough. #blacklivesmatter pic.twitter.com/DVtXqE9qHf",123
84,2020-06-25 14:57:24+00:00,8608,"Tamir Rice should be turning 18 today. For him, and for all of those police brutality and gun violence have stolen from us, we must act. #BlackLivesMatter ",2325
85,2020-06-25 14:49:22+00:00,4141,I don't understand how a #BlackLivesMatter Leader can go on national TV yesterday and make terroristic threats against the US last night and not be in FBI custody today? Enforce the damned law Wray! What the hell is wrong with you?,2258
86,2020-06-25 14:47:45+00:00,107,"North Carolina cop says “We are just going to go out and start slaughtering them niggers. I can’t wait. God, I can’t wait.” Racists & white supremacists shouldn’t be allowed to be police.. Waiting on the #BlueRacistsMatter crowd #BlackLivesMatter https://www.charlotteobserver.com/news/nation-world/national/article243779512.html",81
87,2020-06-25 14:38:32+00:00,95,I do not have a SoundCloud. Happy Birthday Tamir Rice #JusticeForElijahMcClain #BLACKLIVESMATTER #JUSTICEFORBREONNATAYLOR,14
88,2020-06-25 14:31:39+00:00,33,Never forget the truth lies with Epstein and those in the black book and flight logs. Research it! #BlackLivesMatter #Obamagate #GreatAwakeningWorldwide,25
89,2020-06-25 14:18:57+00:00,1285,"KU KLUX KAREN, Has a meltdown screaming she’s gonna kill all Black people! Trump has emboldened these people with his racist rhetoric. #VoteTrumpOut #BlackLivesMatter #ThursdayThoughts #KidVicious ",696
90,2020-06-25 14:14:38+00:00,99,"Happy birthday, Tamir Rice. 18 years ago you were brought into the world. 6 years ago you were stolen from it. We will keep fighting for you. #BlackLivesMatter ",35
91,2020-06-25 14:12:35+00:00,162,"Hey Scottsdale City Councilman Guy Phillips. You're owner of Budget Mechanical. You think it's OK to mock murdered black men, saying ""I can't breathe""? Explain to #GuyPhillips that #BlackLivesMatter. Budget Mechanical phone: 480-560-6124 ",122
92,2020-06-25 14:11:51+00:00,151,The world stands with SHUKRI ABDI! Join your local demonstration this Saturday - see pinned tweet #JusticeForShukriAbdi #BlackLivesMatter ,67
