,Link,Datetime,Favs,Retweets,Count
253,http://f24.my/2vUv.T,2020-06-15 11:24:25+00:00,78,69,1
254,https://amzn.to/3e5eeKG,2020-06-15 11:38:45+00:00,69,53,1
255,https://www.nytimes.com/2020/06/15/opinion/black-lives-matter-corporate-pledges.html?smid=tw-share,2020-06-15 12:34:14+00:00,64,15,1
256,https://tinyurl.com/yckksj4p,2020-06-15 12:44:39+00:00,146,115,1
257,https://www.project-syndicate.org/commentary/zimbabwe-people-power-strengthens-rule-of-law-by-doug-coltart-2020-06,2020-06-15 12:52:56+00:00,174,57,1
258,https://bit.ly/2N1gGpS,2020-06-15 12:58:11+00:00,56,19,1
259,https://www.biography.com/political-figure/robert-c-byrd,2020-06-15 13:29:49+00:00,229,357,1
260,https://www.bloomberg.com/news/articles/2020-06-15/-black-lives-matter-banner-removed-at-u-s-embassy-in-seoul,2020-06-15 13:53:48+00:00,132,118,2
261,https://www.cnn.com/2020/06/15/politics/us-embassy-seoul-blm-banner/index.html,2020-06-15 14:01:58+00:00,648,469,1
262,https://legalinsurrection.com/2020/06/branco-cartoon-law-and-disorder/,2020-06-15 14:04:30+00:00,560,360,1
263,https://www.parkinsons.org.uk/news/our-response-black-lives-matter,2020-06-15 14:06:20+00:00,97,39,1
264,https://journals.sagepub.com/eprint/KXW5A3ZXUUHM45YGBEVZ/full,2020-06-15 14:13:54+00:00,311,140,1
265,https://www.foxnews.com/us/florida-wildlife-conservation-officer-shot-dead,2020-06-15 14:20:37+00:00,4998,2256,1
266,https://www.massincpolling.com/the-topline/2020/6/10/poll-more-renters-falling-behind-as-economic-toll-of-covid-spreads-in-massachusetts,2020-06-15 14:29:22+00:00,35,36,1
267,https://blacknessinlatinxgreekorganiza.splashthat.com,2020-06-15 14:33:06+00:00,27,17,1
268,https://bit.ly/2YBFeLl,2020-06-15 14:40:00+00:00,257,48,1
269,https://docs.google.com/document/d/e/2PACX-1vSAwxogD-V1vRygP3oZjCJtLJvu5YBE_0qmYkitoNKyxm-pciftHUA15amwFkk9oK1oILYaSz3h3Qfj/pub,2020-06-15 14:52:38+00:00,60,13,1
270,http://empowerment.tools,2020-06-15 15:17:12+00:00,43,19,1
271,https://susanmlane.com/excerpts/f/in-black-and-white,2020-06-15 15:17:21+00:00,50,55,1
272,https://www.change.org/FreeNekoNow,2020-06-15 15:45:00+00:00,597,388,1
273,https://therednation.org/2020/06/15/statement-of-solidarity-with-blacklivesmatter/,2020-06-15 15:59:49+00:00,232,56,1
274,http://www.pb-resources.com,2020-06-15 16:11:06+00:00,84,55,1
275,http://chng.it/wFtX5qbrKN,2020-06-15 16:21:27+00:00,386,167,1
276,https://www.furnalequinox.com/2020/06/15/announcement-of-fes-stance-on-blacklivesmatter/,2020-06-15 16:30:29+00:00,125,47,1
277,https://udayton.co/Jb6/,2020-06-15 17:15:02+00:00,115,34,1
278,http://mixcloud.com/SixteenMillionRising/smr-ep63-black-lives-matter,2020-06-15 17:32:09+00:00,47,50,1
279,https://16millionrising.wixsite.com/16millionrising,2020-06-15 17:32:09+00:00,47,50,1
280,http://teatime.pictures/blm/,2020-06-15 17:37:51+00:00,2391,428,1
281,https://www.eventbrite.com/e/diversity-equity-inclusion-in-the-workplace-tickets-109553206590,2020-06-15 17:42:24+00:00,117,40,1
282,https://bit.ly/3d2bP2k,2020-06-15 17:48:00+00:00,1350,621,1
283,https://spoti.fi/37z7BOg,2020-06-15 18:10:20+00:00,198,42,1
284,https://www.infowars.com/de-blasio-orders-gates-welded-shut-at-jewish-park-while-approving-mass-blm-gatherings/,2020-06-15 18:12:19+00:00,174,383,1
285,https://instagram.com/stories/msjaimemurray/2332185609678329569?utm_source=ig_story_item_share&amp;igshid=1c9mbn2xzemmy,2020-06-15 18:17:14+00:00,139,12,1
286,https://apnews.com/0f0ad8d53cb8723467e432d3ca6169f9,2020-06-15 18:23:56+00:00,63,51,1
287,http://discord.gg/porterrobinson,2020-06-15 18:33:19+00:00,159,49,1
288,https://aje.io/by4wt,2020-06-15 18:35:27+00:00,145,69,1
289,https://www.nydailynews.com/opinion/ny-oped-bowie-mtv-racism-20200615-g2eyasw53nbuvfxxci6uum77c4-story.html,2020-06-15 18:37:49+00:00,89,48,1
290,https://spoti.fi/2AK6NK8,2020-06-15 18:51:54+00:00,25,17,1
291,https://bit.ly/3fs9b7q,2020-06-15 18:57:00+00:00,34,30,1
292,http://Mariners.com/BlackLivesMatter,2020-06-15 19:04:00+00:00,108,22,1
293,https://bit.ly/3fswYV2,2020-06-15 19:15:03+00:00,136,32,1
294,https://www.epi.org/blog/open-letter-to-economic-institutions-black-lives-matter/,2020-06-15 19:20:07+00:00,25,19,1
295,https://sdsubgsa.weebly.com/petition.html,2020-06-15 19:21:46+00:00,137,92,1
296,https://philadelphia.cbslocal.com/2020/06/09/nyques-davis-tavon-starkey-keyonte-watkins-danielle-showell-sulayman-womack-people-charged-in-shooting-death-of-13-year-old-boy-in-chester/,2020-06-15 19:27:11+00:00,603,764,1
297,https://bit.ly/BUKU-TAP1,2020-06-15 19:32:28+00:00,46,35,1
298,http://www.bbc.co.uk/iplayer/episode/b0bw8f21,2020-06-15 19:59:59+00:00,84,50,1
299,https://www.thedealersden.com/listing/charity-auction-collaborative-wolf-head-all-proceeds-go-to-blmlgbt-causes/167929,2020-06-15 20:05:48+00:00,134,40,1
300,http://unf.pa/mt6,2020-06-15 20:11:03+00:00,41,22,1
301,https://www.channel4.com/news/labour-demands-action-not-reviews-after-boris-johnson-announces-racial-inequality-commission,2020-06-15 20:18:57+00:00,150,55,1
302,https://campaigns.organizefor.org/petitions/sag-aftra-stop-supporting-the-police-union,2020-06-15 20:32:10+00:00,83,21,1
303,http://unglobalcompact.org/news/4573-06-02-2020,2020-06-15 20:38:36+00:00,52,25,1
304,http://www.academics4BlackLives.com,2020-06-15 20:42:42+00:00,72,25,1
305,https://www.kentlive.news/news/news-opinion/youve-criticised-black-lives-matter-4229846,2020-06-15 20:46:20+00:00,69,31,1
306,https://bddy.me/2Y2PX2j,2020-06-15 20:50:25+00:00,177,65,1
307,https://www.sfwp.com/changed-behavior-sfwp-and-the-future-of-a-historically-white-press/,2020-06-15 21:27:39+00:00,82,14,1
308,http://mala.la/3hCOI1V,2020-06-15 21:51:22+00:00,265,79,1
309,https://news.yahoo.com/protesters-face-life-prison-over-police-car-attacks-233639293.html,2020-06-15 22:29:05+00:00,119,65,1
310,https://abc7ne.ws/3fimg38,2020-06-15 22:42:04+00:00,223,57,1
311,https://www.the7thmatrix.com/eosfpodcast/2020/6/15/episode-100-black-lives-matter,2020-06-15 22:50:52+00:00,30,21,1
312,https://www.lawenforcementtoday.com/bodycam-footage-of-shooting-proves-naacp-pushing-false-information/,2020-06-15 23:25:36+00:00,59,72,1
313,https://apnews.com/00d5f3f25c869d79a02230a95dc23667,2020-06-15 23:56:17+00:00,60,27,1
314,https://paypal.me/pools/c/8pYB9toFQW,2020-06-15 23:45:24+00:00,923,166,1
315,https://bit.ly/2Alr3lt,2020-06-16 00:00:00+00:00,0,0,2
316,http://bit.ly/2zo1qjx,2020-06-16 00:00:00+00:00,0,0,1
317,https://buff.ly/2tDOmQX,2020-06-16 00:00:01+00:00,2,1,1
318,https://tiltify.com/@diceyamazons/our-shield-is-yours,2020-06-16 00:00:11+00:00,7,2,1
319,http://www.covaid.co,2020-06-16 00:00:13+00:00,0,1,1
320,http://www.covid-gca.org,2020-06-16 00:00:13+00:00,0,1,1
321,http://naver.me/IFwgpjEv,2020-06-16 00:18:35+00:00,490,170,1
322,https://bit.ly/3e0U30B,2020-06-16 00:22:22+00:00,1142,482,1
323,https://www.ebay.ca/itm/Trixie-Mattel-Barbara-Painting/383591656978?pageci=85bd782d-cf8e-4629-a695-33c82c7600cf,2020-06-16 01:25:26+00:00,87,30,1
324,https://abc7ne.ws/2N3BIUG,2020-06-16 02:03:34+00:00,673,142,2
325,https://www.rawstory.com/2020/06/gun-toting-trump-supporters-attack-george-floyd-protesters-in-rural-ohio-town/amp/?utm_source=dlvr.it&amp;utm_medium=twitter&amp;__twitter_impression=true,2020-06-16 02:05:32+00:00,193,203,1
326,https://buff.ly/3fyLdHX,2020-06-16 03:22:18+00:00,101,51,1
327,http://f24.my/6ZTm,2020-06-16 07:03:43+00:00,51,21,1
328,https://newbloommag.net/2020/06/13/blm-taipei-demo/,2020-06-16 08:01:58+00:00,24,13,1
329,http://original-political-cartoon.com,2020-06-16 08:09:53+00:00,77,42,2
330,https://inclusivecinema.org/home/black-lives-matter/,2020-06-16 08:36:41+00:00,21,19,1
331,http://www.ecis.org/wp-content/uploads/2020/06/doline.pdf,2020-06-16 08:54:17+00:00,45,23,1
332,https://aje.io/6h6rq,2020-06-16 09:00:06+00:00,69,28,1
333,https://bit.ly/2UAOtKF,2020-06-16 09:02:00+00:00,128,93,2
334,https://gearup.wa.gov/sites/default/files/webform/justiceforgeorgefloyd.html,2020-06-16 09:27:04+00:00,657,134,1
335,https://gearup.wa.gov/sites/default/files/webform/defacee.html,2020-06-16 09:27:04+00:00,657,134,1
336,https://bit.ly/30IS51b,2020-06-16 10:06:12+00:00,232,34,1
337,http://www.leeds.ac.uk/news/article/4607/leeds_academics_to_investigate_covid-19_crimes,2020-06-16 10:33:39+00:00,26,19,1
338,https://wshd.to/blmcommitment,2020-06-16 11:03:43+00:00,41,12,1
339,https://gcnchambers.co.uk/as-we-challenge-others-we-must-challenge-ourselves/,2020-06-16 11:04:27+00:00,38,12,1
340,http://IAmAMan.Vote,2020-06-16 11:28:02+00:00,24,23,1
341,https://bit.ly/3hzDQ4M,2020-06-16 12:12:24+00:00,55,27,1
342,http://bit.ly/2C6onc0,2020-06-16 12:23:29+00:00,2951,2580,1
343,http://f24.my/1oW.f,2020-06-16 13:13:08+00:00,31,19,1
344,https://gitcoin.co/grants/crypto-for-black-lives/,2020-06-16 13:20:20+00:00,86,46,1
345,http://Racism.No,2020-06-16 13:22:13+00:00,145,17,1
346,http://human.Is,2020-06-16 13:22:13+00:00,145,17,1
347,https://n.news.naver.com/entertain/article/088/0000651648,2020-06-16 13:32:28+00:00,1260,362,1
348,https://medium.com/@lillypkh/deputy-director-shero-sarah-hillware-on-advocacy-9bcda197fec8,2020-06-16 13:44:32+00:00,60,13,1
349,http://change.org/FreeNekoNow,2020-06-16 13:59:36+00:00,105,50,1
350,http://on.nba.com/2YCzFfK,2020-06-16 14:00:10+00:00,290,51,1
351,https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Black_Lives_Matter/June_2020,2020-06-16 14:09:02+00:00,41,28,1
352,http://STORE.KADIRNELSON.COM,2020-06-16 14:17:12+00:00,3160,1234,1
353,http://dailytorch.com/2020/06/cartoon-it-takes-a-village/,2020-06-16 14:46:11+00:00,493,318,1
354,https://www.rebelnews.com/_struggle_session_leaked_email_exposes_national_post_mob_who_turned_on_rex_murphy,2020-06-16 15:02:55+00:00,53,45,1
355,http://www.theminnesotapins.com,2020-06-16 15:15:29+00:00,30,26,1
356,http://bit.ly/30Tn8Yh,2020-06-16 15:16:59+00:00,61,33,1
357,https://tinyurl.com/y9es3qhv,2020-06-16 15:36:21+00:00,48,9,1
358,https://bit.ly/3d67Th4,2020-06-16 15:39:14+00:00,48,33,1
359,http://tinyurl.com/y9es3qhv,2020-06-16 15:44:41+00:00,104,20,1
360,https://www.peoplesworld.org/article/feds-to-review-cases-into-hanging-deaths-of-robert-fuller-and-malcolm-harsch/,2020-06-16 15:45:55+00:00,58,25,1
361,https://audioboom.com/posts/7608949-ken-griffey-jr-baseball-hall-of-famer,2020-06-16 15:58:08+00:00,59,12,1
362,https://novara.media/blackradicalism,2020-06-16 16:15:28+00:00,107,57,1
363,http://blacksabbathapparelshop.com/products/black-lives-matter-t-shirt,2020-06-16 16:29:04+00:00,14407,4713,1
364,https://bit.ly/2Y4c1ts,2020-06-16 16:37:02+00:00,1149,166,1
365,https://www.foxnews.com/media/andy-ngo-seattle-occupied-zone-night,2020-06-16 18:03:00+00:00,2301,1034,1
366,https://www.humblebundle.com/fight-for-racial-justice-bundle?hmb_source=navbar&amp;hmb_medium=product_tile&amp;hmb_campaign=tile_index_1,2020-06-16 18:06:48+00:00,138,73,1
367,http://sunsip1.com,2020-06-16 18:15:06+00:00,113,40,1
368,http://bit.ly/RA_BLM,2020-06-16 18:33:21+00:00,5811,857,1
369,http://antiracism.club,2020-06-16 18:41:46+00:00,539,348,1
370,https://www.infowars.com/tucker-carlson-black-lives-matter-now-enjoys-almost-complete-immunity-from-criticism/,2020-06-16 18:53:30+00:00,296,426,1
371,https://docs.google.com/document/d/1CjZMORRVuv-I-qo4B0YfmOTqIOa3GUS207t5iuLZmyA/mobilebasic,2020-06-16 19:03:48+00:00,134,28,1
372,https://aratuon.com.br/noticias/assassinaram-pelas-costas-diz-pai-de-crianca-morta-durante-operacao-da-pm-no-vale-das-pedrinhas/,2020-06-16 19:07:36+00:00,103,92,1
373,https://www.oldhatcreative.com/blacklivesmatter,2020-06-16 19:33:16+00:00,127,47,1
374,https://itch.io/b/520/bundle-for-racial-justice-and-equality,2020-06-16 19:50:03+00:00,3120,1188,1
375,https://cmg.ffm.to/TROLLZ-NM,2020-06-16 20:00:01+00:00,778,299,1
376,http://esb.mdusd.k12.ca.us/attachments/c76c189d-bed2-4051-af0b-fc67f1384143.pdf,2020-06-16 20:28:55+00:00,63,12,1
377,http://www.pb-resources.com/emails.html,2020-06-16 20:30:19+00:00,49,41,1
378,http://flintshire.org.uk/index.php/labour-party-report,2020-06-16 20:40:36+00:00,75,26,1
379,http://chng.it/SQkhyr7r,2020-06-16 21:02:00+00:00,56,16,1
380,https://www.newyorker.com/magazine/2020/06/22/the-trayvon-generation?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=the-new-yorker&amp;utm_social-type=earned,2020-06-16 22:12:04+00:00,69,39,1
381,https://www.pscp.tv/w/1mnxelMWNMbJX,2020-06-16 22:15:30+00:00,45,22,1
382,https://www.vogue.co.uk/arts-and-lifestyle/article/black-history-education,2020-06-16 22:41:09+00:00,422,175,1
383,https://blacktheatreunited.com/,2020-06-16 23:05:18+00:00,117,20,1
384,http://bit.ly/3dOVdw8HR7120,2020-06-16 23:37:55+00:00,36,19,1
385,https://bit.ly/2N2dWID,2020-06-16 23:53:20+00:00,23,4,1
386,http://linktr.ee/FundraiserRun,2020-06-16 23:39:29+00:00,74,19,1
387,https://tinyurl.com/y7guludb,2020-06-16 23:47:27+00:00,89,46,1
388,https://www.npr.org/sections/live-updates-protests-for-racial-justice/2020/06/16/877605841/splc-announces-30-million-to-help-register-southern-voters-of-color,2020-06-17 00:00:00+00:00,5,1,1
389,http://link.quibi.com/q9D1UMKBj5,2020-06-17 00:00:00+00:00,6,2,1
390,https://bit.ly/3hws5fi,2020-06-17 00:00:10+00:00,26,17,1
391,http://bit.ly/BCA_Pool,2020-06-17 00:18:17+00:00,378,99,1
392,https://econ.trib.al/g1JdmUH,2020-06-17 00:20:50+00:00,191,64,1
393,https://strikeforblacklives.org,2020-06-17 00:27:21+00:00,90,72,1
394,http://www.succinctresearch.com/the-2020-race-uprisings-and-archaeologys-response/,2020-06-17 00:47:03+00:00,186,107,1
395,https://blacklivesmatter.carrd.co/#donations,2020-06-17 02:08:16+00:00,164,22,1
396,https://www.amazon.ca/dp/B07WKDHR6J/ref=cm_sw_r_cp_api_i_-oy6EbVNXHZ4Z,2020-06-17 02:47:16+00:00,21,19,1
397,https://www.c-span.org/video/?c4887281/user-clip-letter-birmingham-jail-senate-reading,2020-06-17 03:08:59+00:00,44,20,1
398,https://indigenousarchives.net/2020/06/17/blacklivesmatter-and-archives-in-australia/,2020-06-17 03:33:00+00:00,83,61,1
399,https://trib.al/Mc3PNLF,2020-06-17 03:35:41+00:00,91,41,1
400,https://www.commercialappeal.com/story/news/2020/06/13/deaf-black-lives-matter-group-honors-black-deaf-sanitation-workers/3182123001/?fbclid=IwAR02h7e0PMZrZZ2sfZRb36L1cStbmIBpIAVWH8Mv2mX_CaZacNAXr-s9p1k,2020-06-17 03:40:13+00:00,251,157,1
401,http://stratevist-journal.com/,2020-06-17 04:56:54+00:00,408,41,1
402,Https://linktr.ee/Amwchr,2020-06-17 05:02:47+00:00,29,11,1
403,https://trib.al/Fc4c6FP,2020-06-17 05:32:49+00:00,53,23,1
404,http://archive.vn/RngGo#selection-133.10-133.24,2020-06-17 06:12:27+00:00,468,285,1
405,http://archive.vn/rxVxd,2020-06-17 06:12:27+00:00,468,285,1
406,http://archive.vn/TgzXX,2020-06-17 06:14:55+00:00,828,530,1
407,http://archive.vn/ngy9U,2020-06-17 06:16:51+00:00,843,569,1
408,http://archive.vn/8d58d,2020-06-17 06:16:51+00:00,843,569,1
409,http://archive.vn/xyHtd,2020-06-17 06:16:51+00:00,1516,1002,2
410,http://bit.ly/2YzI9nK,2020-06-17 06:38:21+00:00,538,204,2
411,https://sharedassets.org.uk/uncategorized/why-parks-matter-to-racial-justice/,2020-06-17 06:42:24+00:00,37,19,1
412,https://timeshighereducation.zoom.us/webinar/register/5615922230342/WN_zVqAUuzQQrGmnQMpBWudnQ,2020-06-17 07:14:21+00:00,52,47,1
413,https://www.labourdesign.co.uk/art-packs/summer-20-black-lives-matter,2020-06-17 07:56:23+00:00,84,39,1
414,https://hotcus.org.uk/hotcus-seminar-on-the-urgent-past-race-brutality-and-protest-in-the-united-states/,2020-06-17 08:02:46+00:00,59,44,1
415,https://www.bankofcreativity.co.uk/blog/omb-weareone,2020-06-17 08:36:14+00:00,59,43,1
416,http://tiny.cc/CovRally4BlackLives,2020-06-17 10:18:21+00:00,52,27,1
417,http://archive.vn/Xrd0J#selection-133.7-133.20,2020-06-17 10:25:01+00:00,673,433,1
418,http://archive.vn/mdT9d,2020-06-17 10:25:01+00:00,673,433,1
419,http://archive.vn/i5U68,2020-06-17 10:26:09+00:00,542,377,1
420,http://archive.vn/0LdMD,2020-06-17 10:26:09+00:00,542,377,1
421,http://instagram.com/blacklivesmatt…,2020-06-17 10:34:46+00:00,62,29,1
422,http://www.nestorgomezstoryteller.com/immigration-stories.html,2020-06-17 11:06:09+00:00,2141,157,4
423,https://www.europarl.europa.eu/plenary/en/home.html,2020-06-17 11:14:58+00:00,33,11,1
424,https://privacyinternational.org/news-analysis/3926/ethnic-minorities-greater-risk-oversurveillance-after-protests,2020-06-17 11:18:00+00:00,2705,280,1
425,https://www.bssh.ac.uk/_userfiles/pages/files/BSSH%20Black%20Lives%20Matter%20Statement.pdf,2020-06-17 12:14:18+00:00,30,17,1
426,https://ctt.ec/R9H05+,2020-06-17 12:19:05+00:00,96,15,1
427,http://socsde.ms/ZJk,2020-06-17 12:25:25+00:00,46,23,1
428,https://robrogers.com/2020/06/17/slippery-slope/,2020-06-17 12:45:05+00:00,458,178,1
429,https://www.bostonglobe.com/2020/06/16/business/racial-justice-begins-with-corporate-america-righting-economic-wrongs/?outputType=amp,2020-06-17 12:47:45+00:00,46,25,1
430,https://vm.tiktok.com/JJJaaP9/,2020-06-17 13:04:32+00:00,1262,197,1
431,https://www.cbc.ca/radio/thecurrent/the-current-for-june-17-2020-1.5614456/confronting-racism-at-every-level-can-start-with-young-people-says-masai-ujiri-1.5614532?__vfz=medium%3Dsharebar,2020-06-17 14:32:49+00:00,247,114,1
432,https://www.cnn.com/2020/06/16/us/georgia-clayton-county-teens-police-video/index.html,2020-06-17 14:34:52+00:00,79,86,1
433,http://unf.pa/nj7,2020-06-17 14:35:46+00:00,199,78,1
434,https://bit.ly/3dc9Poe,2020-06-17 15:11:53+00:00,706,113,1
435,http://abolishthenypd.com,2020-06-17 16:15:26+00:00,123,106,1
436,http://bit.ly/3ftdEa3,2020-06-17 16:39:15+00:00,384,167,1
437,https://bit.ly/3df5j8d,2020-06-17 16:47:03+00:00,300,46,1
438,https://bit.ly/3hyEwY2,2020-06-17 17:06:42+00:00,278,74,1
439,http://trib.al/vo6T5fk,2020-06-17 17:09:34+00:00,13155,4414,1
440,https://trib.al/UIgbyI8,2020-06-17 17:18:51+00:00,595,202,2
441,https://www.latimes.com/opinion/story/2020-06-17/palmdale-hanging-black-men,2020-06-17 17:27:28+00:00,375,154,1
442,http://www.elevatees1.com,2020-06-17 17:54:42+00:00,141,173,2
443,https://bit.ly/2UUlce5,2020-06-17 18:00:01+00:00,95,55,1
444,https://ecist.home.blog/2020/06/17/action-not-words/?fbclid=IwAR1fvBjSMl5J8yej4IIbwFbtMeVlaJwGkq6vB_Jp2K0BY28R-V8bZSYHhcU,2020-06-17 18:07:50+00:00,18,10,1
445,http://bit.ly/2URjD0q,2020-06-17 18:24:14+00:00,57,23,1
446,https://unherd.com/thepost/gad-saad-cancel-culture-is-dangerous-and-anti-liberal/,2020-06-17 18:31:00+00:00,86,34,1
447,https://www.telegraph.co.uk/news/2020/06/17/cecil-rhodes-statue-taken-oxfords-oriel-college/,2020-06-17 19:09:49+00:00,74,31,1
448,https://docs.google.com/document/d/1H-Vxs6jEUByXylMS2BjGH1kQ7mEuZnHpPSs1Bpaqmw0/mobilebasic,2020-06-17 19:10:35+00:00,534,495,1
449,http://Change.org/RhodesMustFall,2020-06-17 19:18:59+00:00,99,52,1
450,https://econ.trib.al/ukWtWlQ,2020-06-17 19:48:03+00:00,75,25,1
451,http://helpblacklives.info,2020-06-17 19:48:34+00:00,126,98,1
452,https://en.wikipedia.org/wiki/Wikipedia:Meetup/AfroCROWD/Juneteenth2020,2020-06-17 19:49:02+00:00,53,47,1
453,https://www.justgiving.com/crowdfunding/jumpcut-charity-initiative,2020-06-17 19:50:55+00:00,125,34,2
454,https://bit.ly/3eex42b,2020-06-17 19:57:18+00:00,237,75,1
455,https://www.cnn.com/2020/06/17/us/rayshard-brooks-atlanta-shooting-wednesday/index.html,2020-06-17 20:09:51+00:00,63,16,1
456,http://theplaguenerdalogues.com,2020-06-17 20:11:56+00:00,644,65,2
457,https://apple.news/A5KuEPZZ3QUOXVrIoH1pWYg,2020-06-17 20:14:14+00:00,19,18,1
458,https://www.ourprism.org/1953878,2020-06-17 20:35:17+00:00,25,9,1
459,http://nestorgomezstoryteller.com/podcast.html,2020-06-17 20:35:24+00:00,82,18,1
460,https://theappeal.org/american-democracy-cannot-breathe/,2020-06-17 20:44:39+00:00,184,104,2
461,https://tinyurl.com/y7e5nlo2,2020-06-17 20:45:18+00:00,24,10,1
462,https://t.me/therealityreport,2020-06-17 20:46:35+00:00,90,60,1
463,https://brocku.ca/brock-news/2020/06/documentary-on-historic-protest-against-anti-black-racism-now-available-online/,2020-06-17 20:51:21+00:00,31,17,1
464,https://www.hrw.org/news/2020/06/17/police-targeting-street-medics-us-protests,2020-06-17 21:15:06+00:00,104,110,1
465,https://ag.ky.gov/Contact-Us/Pages/default.aspx,2020-06-17 21:20:37+00:00,45,20,1
466,https://www.lifenews.com/2020/06/17/black-pro-lifer-tells-antifa-if-black-lives-mattered-youd-protest-planned-parenthood/,2020-06-17 21:27:13+00:00,319,210,2
467,https://bit.ly/2Y8jjN0,2020-06-17 21:35:00+00:00,50,7,1
468,http://abcn.ws/2N8peLG,2020-06-17 21:44:44+00:00,59,63,1
469,https://ottawacitizen.com/news/local-news/racism-is-a-public-health-issue-ottawa-board-of-health-declares,2020-06-17 21:48:00+00:00,50,27,1
470,http://ElectricForestFestival.com/socialjustice,2020-06-17 22:11:22+00:00,1192,530,1
471,http://chng.it/D6yRRZxF,2020-06-17 22:17:31+00:00,103,31,1
472,http://bit.ly/AAPFcovid11,2020-06-17 22:33:25+00:00,50,28,1
473,https://www.usatoday.com/story/news/nation/2020/06/17/rayshard-brooks-garrett-rolfe-atlanta-officer-charged-felony-murder-assault/3196723001/,2020-06-17 23:04:00+00:00,238,154,1
474,http://ow.ly/VtpK50AaDtE,2020-06-17 23:40:05+00:00,41,18,1
475,https://www.ilrc.org/webinars/make-your-voice-heard-resources-non-citizen-protesters,2020-06-17 23:45:45+00:00,17,23,1
476,https://bit.ly/3eohlxP,2020-06-17 23:51:01+00:00,23,2,1
477,http://chng.it/M7N7PDFQ7t,2020-06-17 23:35:38+00:00,25,14,1
478,https://facebook.com/events/s/unity-rally-for-justice/949252732188740/?ti=as,2020-06-17 23:55:51+00:00,55,8,1
479,http://gofundme.com/f/collegetuitiongt,2020-06-18 00:00:04+00:00,1,0,1
480,https://www.bostonglobe.com/2020/06/17/metro/baker-unveils-landmark-police-reform-bill-pushes-certification-officers/?event=event25,2020-06-18 00:00:10+00:00,0,0,1
481,https://eastcountytoday.net/california-state-assembly-passes-african-american-reparation-bill/,2020-06-18 00:00:22+00:00,0,0,1
482,https://mediajustice.org/news/fbi-misled-congress-black-activists-still-under-investigation-by-new-and-old-extremist-designations/,2020-06-18 00:00:33+00:00,10,13,1
483,https://www.culinaryunion226.org/news/press/statement-by-geoconda-arguello-kline-regarding-the-murder-of-george-floyd-and-in-support-of-black-lives-matter,2020-06-18 00:00:54+00:00,15,5,1
484,http://kind.sigs.k8s.io,2020-06-18 00:01:24+00:00,72,10,1
485,http://kubernetes.io,2020-06-18 00:01:24+00:00,72,10,1
486,https://www.vanityfair.com/news/2019/12/matt-gaetz-hunter-biden-dui,2020-06-18 00:03:18+00:00,101,26,1
487,http://instagram.com/kvrxaustin,2020-06-18 00:05:25+00:00,21,14,1
488,https://blacklivesmatter.ca/donate/,2020-06-18 00:08:30+00:00,107,20,2
489,https://www.miaminewtimes.com/news/miami-beach-grandpa-condo-sign-supports-black-lives-matter-11652392,2020-06-18 00:10:02+00:00,1490,479,1
490,https://www.juneteenthspt.com/,2020-06-18 00:13:53+00:00,290,140,2
491,https://bit.ly/3hCAcqB,2020-06-18 00:55:50+00:00,218,131,1
492,http://archive.vn/umC6l#selection-133.0-133.19,2020-06-18 01:01:52+00:00,566,315,1
493,http://archive.vn/JgCkp#selection-133.7-133.19,2020-06-18 01:01:52+00:00,566,315,1
494,https://www.vice.com/en_us/article/8xvzwp/baltimore-cops-carried-toy-guns-to-plant-on-people-they-shot-trial-reveals-vgtrn?utm_campaign=sharebutton,2020-06-18 01:41:05+00:00,186,148,1
495,https://www.theguardian.com/australia-news/video/2020/jun/17/labor-senator-reads-out-names-of-indigenous-deaths-in-custody-video,2020-06-18 01:47:11+00:00,22,17,1
496,https://www.drivethrurpg.com/special.php,2020-06-18 01:57:08+00:00,37,23,1
497,https://smash.gg/SOR,2020-06-18 02:45:00+00:00,68,38,1
498,https://www.infowars.com/hip-hop-black-lives-matter-and-the-means-to-influence-the-masses-through-culture-american-countdown/,2020-06-18 03:04:32+00:00,63,203,1
499,https://bit.ly/2UVng5v,2020-06-18 03:11:48+00:00,33,20,1
500,http://ow.ly/jZoR50Aafpr,2020-06-18 03:15:06+00:00,58,17,1
501,https://www.smh.com.au/world/asia/how-black-lives-matter-reached-to-indonesia-and-inspired-solidarity-with-papuans-20200618-p553r4.html,2020-06-18 03:23:20+00:00,70,37,1
502,http://cbs.com/StarTrekUnited,2020-06-18 05:05:58+00:00,189,102,1
503,https://www.redding.com/story/news/2020/06/17/demonstrators-seek-justice-hanged-black-mans-family/3211965001/,2020-06-18 05:29:06+00:00,10,9,1
504,http://Bookshop.com,2020-06-18 05:32:04+00:00,50,14,1
505,http://tinyurl.com/BlackMHResources,2020-06-18 05:46:35+00:00,47,57,1
506,https://bit.ly/3dbnnjU,2020-06-18 06:00:31+00:00,23,21,1
507,https://apple.co/3hBrn0h,2020-06-18 06:00:31+00:00,23,21,1
508,https://bit.ly/2Bf5seT,2020-06-18 06:00:31+00:00,23,21,1
509,https://www.coe.int/en/web/european-commission-against-racism-and-intolerance/country-monitoring,2020-06-18 06:06:00+00:00,64,38,1
510,http://charliewatts32.com,2020-06-18 06:09:42+00:00,25,3,1
