,Datetime,Favorites,Text
0,2020-05-25 22:57:52+00:00,7866,"A terribly sad day to be Amy Cooper Head of Insurance Investment Solutions at Franklin Templeton (@FTI_US) in NYC. Franklin Templeton Investments (212) 632-3000 280 Park Ave, New York, NY 10017 Do what you gotta do. #BlackLivesMatter #WhiteLies #WhiteTears"
1,2020-05-25 20:00:09+00:00,116,Footage of how wyte women weaponize tears & put Black men at risk when wyte women get caught breaking (by)laws. She's violating a bylaw in Central Park but see how quickly she'll lie & say an AFRICAN AMERICAN man 'threatened' her. Anyone remember Emmett Till? #blacklivesmatter 
2,2020-05-25 19:58:31+00:00,85,"Afro Palestinians however, a group that suffers a huge amount of Arab racism, were NEVER from the Levant (Israel) or Palestine but from North Africa - brought as slaves. #BlackLivesMatter #BLACKWOLSELCADAY #BlackHistoryMonth"
3,2020-05-25 17:25:22+00:00,18,"Interesting @chicagosmayor &amp; her cops, NOT wearing masks, ARE disproportionately attacking, harassing &amp; arresting Black Chicagoans much like NY Cops, &amp; on Black People 4 to 1! #COVID19 Where were all these cops during WHITE social gatherings, Ms Lightfoot? #BlackLivesMatter "
4,2020-05-25 16:13:15+00:00,224,This is why #BlackLivesMatter was truly formed... To show that shit like this happens. Don't let Fox News or anyone else convince you otherwise.
5,2020-05-25 15:44:54+00:00,879,I mean it's doesn't get more clear than this right here. #BlackLivesMatter 
6,2020-05-25 14:26:26+00:00,11,2. Not only did the fingerprints belong to a suspect in the case but the man actually resembled Mr. Guidry. For 24 years #HowardGuidry claims his innocence. Help us with this fight for truth and justice! #Justice4Howard #BlackLivesMatter #EndTheDeathPenalty @shaunking
7,2020-05-25 14:23:58+00:00,20,Please come out to a virtual conversation about race and education in Howard County! Hosted by the Black Lives Matter at School 365 Coalition #BlackLivesMatter #blacklivesmatteratschool
8,2020-05-25 13:58:00+00:00,36,"Memorial Day. I’m remembering Philando Castile, Atatiana Jefferson. Sean Read, Michael Taylor, Michael Brown, Eric Garner, Ezell Ford, Tanisha Anderson, Tamir Rice, Walter Scott, Freddie Gray, Sandra Bland, Breonna Taylor #BlackLivesMatter #SayHerName"
9,2020-05-25 13:19:51+00:00,1630,If you stay silent then you are part of the problem #BlackLivesMatter 
10,2020-05-25 10:29:08+00:00,23,Research the #truth on GOOGLE... #TruthMatters #DemocratsAreRacists #DeepState #CivilWar #KKK #BlacksForTrump #BlackVoicesforTrump #JoeBidenIsRacist #BlackTwitterMovement #BlackTwitter #BlackLivesMatter 
11,2020-05-25 08:27:55+00:00,25,"If no one will have our backs, we will. #BlackLivesMatter we’re going to fight for each other."
12,2020-05-25 08:23:27+00:00,61,WE DID IT #NOLAWorkerSolidarity #BlackLivesMatter 
13,2020-05-25 08:14:46+00:00,38,"I’m tired of Britney Spears fans dragging Beyoncé, and to top it off this video of Britney making fun of slavery resurfaces? I’m tieddddrt of it. Y’all dragging Doja, I hope you guys don’t turn a blind eye at this. #BlackLivesMatter #Beyonce #NickiMinaj"
14,2020-05-25 07:51:57+00:00,12,"#Gaga has always supported and uplifted the black community throughout her career. Whether it's her former manager, creative director (who she was rumoured to be scissoring) or collaborators, #Gaga always gives POC a space to shine, never using them for clout #BlackLivesMatter "
15,2020-05-25 04:19:43+00:00,28,Henry Dumas! A great poet was shot and killed by NY Transit Police in circumstances that yet have to be explained on this day in 1968! Say his name! #HenryDumas #StopPoliceBrutality #BlackLivesMatter 
16,2020-05-25 01:20:20+00:00,13,#BlackLivesMatter Stop Killing Innocent Black People!!! 
17,2020-05-25 01:17:59+00:00,90,Being black in America is the world’s most dangerous game. #blacklivesmatter #blacman
18,2020-05-25 01:11:57+00:00,134,"Been thinking a lot about Sandra Bland. Let me be clear, if I’m ever taken into police custody, know I cooperated, didn’t resist. Know I didn’t speak, didn’t incriminate myself. Know I would never take my own life. If I die in police custody, it was no accident. #BlackLivesMatter"
19,2020-05-25 00:42:07+00:00,30,"Join live now for a special live broadcast of our #BlackLivesMatter forum with @swalker06 I stand in solidarity with my black and brown neighbors. We must be accomplices in the fight for racial justice, not just allies. "
